p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
ANX_26754954	PD_ieu-b-7	0.081	0.1386	0.5848	0.5587	0.0127	0.0014	0.991	0.0084	-0.0023	0.0051
ANX_26754954	PTSD_31594949	0.4896	0.2054	2.3841	0.0171	0.0172	0.0032	1.0201	0.0082	0.0146	0.0053
ANX_26754954	PUFA_pct_UKB	-0.3059	0.1317	-2.322	0.0202	0.1134	0.0078	1.0307	0.012	0.0044	0.006
ANX_26754954	PUFA_UKB	0.1501	0.1341	1.1199	0.2627	0.0674	0.0076	1.0366	0.0118	-0.0036	0.0059
ANX_26754954	SCZ_21926974	0.1721	0.1276	1.3484	0.1775	0.2171	0.0141	1.0363	0.0119	0.0165	0.0072
ANX_26754954	SCZ_23974872	0.2062	0.1221	1.6886	0.0913	0.2488	0.0138	1.0464	0.0112	0.0145	0.0072
ANX_26754954	SCZ_25056061	0.2325	0.1276	1.8221	0.0684	849.2507	39.2318	1.1351	0.0144	0.0196	0.0079
ANX_26754954	TS_30818990	0.1166	0.1555	0.7497	0.4534	0.3583	0.0437	1.0155	0.0091	0.0034	0.006
ASD_28540026	AA_CHARGE	0.0172	0.2001	0.0858	0.9316	0.0685	0.049	1.0057	0.0066	0.0029	0.0045
ASD_28540026	AD_30617256	0.0931	0.0783	1.1885	0.2346	0.011	0.0013	0.9969	0.0086	0.0006	0.0053
ASD_28540026	ADD_30336701_C	0.0455	0.0598	0.7613	0.4465	0.0782	0.005	1.0004	0.0071	0.0051	0.005
ASD_28540026	ADD_30336701_P	0.1379	0.0669	2.0602	0.0394	0.0559	0.0046	1.0046	0.0067	1.00E-04	0.0052
ASD_28540026	ADD_30336701_T	0.0693	0.0572	1.2111	0.2259	0.0846	0.005	1.0045	0.0071	0.0034	0.005
ASD_28540026	ADHD_30478444	-0.0299	0.0774	-0.3858	0.6997	0.2155	0.0132	1.0367	0.0099	0.011	0.0064
ASD_28540026	AdrA_CHARGE	-0.2648	0.2199	-1.2042	0.2285	0.0727	0.0542	1.0023	0.0072	0.0077	0.005
ASD_28540026	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASD_28540026	AN_28494655	0.0359	0.1032	0.3483	0.7276	0.2141	0.0365	1.0137	0.0082	0.0015	0.0051
ASD_28540026	AN_31308545	0.0372	0.0684	0.5442	0.5863	0.1602	0.0113	1.0333	0.0109	0.0066	0.0068
ASD_28540026	ANX_26754954	0.1971	0.2118	0.9306	0.3521	0.0724	0.0296	1.0031	0.0075	-0.0044	0.0062
ASD_28540026	ASD_28540026	1	9.73E-06	102764.1143	0	0.2918	0.0321	0.9649	0.0075	0.9649	0.0075
ASD_28540026	ASD_30804558	0.8665	0.0535	16.1855	6.38E-59	0.1887	0.0159	1.008	0.0094	0.4979	0.0076
ASD_28540026	BIP_21926972	0.0632	0.0842	0.7499	0.4533	0.4495	0.0386	1.0076	0.0099	0.0008	0.0073
ASD_28540026	BIP_31043756	0.0762	0.0625	1.2202	0.2224	0.3071	0.0153	1.0338	0.0097	0.0049	0.0063
ASD_28540026	BIP_34002096	0.1302	0.0634	2.0542	0.04	0.0566	0.0023	1.0581	0.0102	0.0028	0.0068
ASD_28540026	CDG_23453885	0.3738	0.0659	5.6715	1.42E-08	0.1595	0.0111	1.0322	0.0105	0.344	0.0079
ASD_28540026	CDG_29906448	0.154	0.0573	2.6862	0.0072	0.2736	0.0096	1.0705	0.0106	0.0037	0.0069
ASD_28540026	CDG_31926635	0.1296	0.0564	2.2996	0.0215	0.0668	0.0026	1.0571	0.0103	0.0079	0.0064
ASD_28540026	DE_ukb-b-20045	-0.1455	0.1128	-1.2898	0.1971	0.0064	0.0013	1.0074	0.0089	-0.001	0.0057
ASD_28540026	DGLA_CHARGE	-0.0603	0.3032	-0.199	0.8423	0.0303	0.0527	0.9998	0.0067	0.0037	0.0049
ASD_28540026	DHA_CHARGE	0.2714	0.1762	1.5398	0.1236	0.0992	0.0503	0.9978	0.0071	-0.0059	0.0046
ASD_28540026	DHA_pct_UKB	0.0651	0.065	1.0018	0.3164	0.0943	0.0061	1.0156	0.0085	0.002	0.0054
ASD_28540026	DHA_UKB	0.1282	0.0584	2.1947	0.0282	0.0798	0.0059	1.0294	0.0092	-0.0024	0.0049
ASD_28540026	DPA_CHARGE	-0.0316	0.1832	-0.1725	0.863	0.0893	0.0496	1.0027	0.0063	0.0014	0.0048
ASD_28540026	EPA_CHARGE	NA	NA	NA	NA	-0.2373	0.048	1.061	0.0062	0.0035	0.0046
ASD_28540026	GLA_CHARGE	NA	NA	NA	NA	-0.0883	0.0508	1.0186	0.0065	-0.0033	0.0047
ASD_28540026	INS_ukb-b-3957	-0.0322	0.0465	-0.6922	0.4888	0.0515	0.0017	1.0481	0.0089	-0.0102	0.0053
ASD_28540026	LA_CHARGE	-0.0683	0.1908	-0.3578	0.7205	0.073	0.0479	1.0012	0.0063	0.0025	0.0046
ASD_28540026	LA_pct_UKB	0.0212	0.0623	0.3401	0.7338	0.0977	0.0057	1.0268	0.0085	0.0041	0.0051
ASD_28540026	LA_UKB	0.1144	0.0695	1.6468	0.0996	0.0681	0.0066	1.0196	0.0095	-0.0049	0.0049
ASD_28540026	MDD_22472876	0.2023	0.1311	1.5429	0.1229	0.1578	0.0297	1.0174	0.0086	-0.0053	0.0071
ASD_28540026	MDD_30718901	0.0832	0.0474	1.756	0.0791	0.05	0.0017	1.0234	0.0092	0.0007	0.006
ASD_28540026	MooD_ukb-d-KRA_PSY_MOOD	0.0161	0.1178	0.1363	0.8916	0.0056	0.0013	0.9964	0.0073	0.0005	0.0048
ASD_28540026	OCD_28761083	0.0342	0.0954	0.3584	0.72	0.3224	0.0465	0.9912	0.0071	0.0031	0.0046
ASD_28540026	Omega_3_pct_UKB	0.1308	0.0581	2.2539	0.0242	0.0748	0.0055	1.0209	0.0085	-0.0002	0.0049
ASD_28540026	Omega_3_UKB	0.18	0.0625	2.8792	0.004	0.0685	0.0059	1.037	0.0095	-0.0045	0.005
ASD_28540026	Omega_6_by_Omega_3_UKB	-0.1495	0.0627	-2.3848	0.0171	0.0663	0.0054	1.0258	0.0088	0.002	0.0049
ASD_28540026	Omega_6_pct_UKB	-0.0409	0.0704	-0.5818	0.5607	0.0934	0.0065	1.039	0.0097	0.0065	0.0056
ASD_28540026	Omega_6_UKB	0.1004	0.0696	1.442	0.1493	0.0674	0.0068	1.0256	0.0096	-0.0055	0.005
ASD_28540026	PD_ieu-b-7	0.0587	0.0686	0.8566	0.3917	0.0127	0.0012	0.9893	0.0063	-0.0032	0.0046
ASD_28540026	PTSD_31594949	0.0314	0.1074	0.2927	0.7697	0.0166	0.0029	1.0226	0.0068	-0.0035	0.005
ASD_28540026	PUFA_pct_UKB	0.0111	0.0655	0.1695	0.8654	0.1088	0.0066	1.0362	0.01	0.0062	0.0057
ASD_28540026	PUFA_UKB	0.1273	0.0675	1.8871	0.0591	0.0685	0.0068	1.0345	0.0097	-0.0059	0.005
ASD_28540026	SCZ_21926974	0.1429	0.072	1.9846	0.0472	0.2183	0.0128	1.0292	0.0107	0.0038	0.0068
ASD_28540026	SCZ_23974872	0.1269	0.0669	1.8967	0.0579	0.2555	0.0123	1.03	0.0094	0.004	0.0066
ASD_28540026	SCZ_25056061	0.1797	0.0903	1.9903	0.0466	857.0597	38.9668	1.1236	0.0136	0.0011	0.0094
ASD_28540026	TS_30818990	0.11	0.0837	1.3149	0.1885	0.3492	0.0402	1.0158	0.0076	-0.008	0.0051
ASD_30804558	AA_CHARGE	0.1495	0.1617	0.9247	0.3551	0.0843	0.0545	1.003	0.0076	0.0018	0.0058
ASD_30804558	AD_30617256	0.0146	0.0615	0.2366	0.8129	0.0111	0.0013	0.9959	0.0092	0.0002	0.0057
ASD_30804558	ADD_30336701_C	-0.1031	0.0578	-1.785	0.0743	0.0778	0.0052	1.001	0.0087	0.0015	0.007
ASD_30804558	ADD_30336701_P	0.1826	0.0595	3.0709	0.0021	0.0537	0.0051	1.0102	0.0083	-0.0072	0.0058
ASD_30804558	ADD_30336701_T	-0.0414	0.0549	-0.7543	0.4507	0.0844	0.0055	1.0045	0.0089	-0.0018	0.0068
ASD_30804558	ADHD_30478444	0.3195	0.0539	5.9276	3.07E-09	0.2096	0.0128	1.0424	0.0094	0.3663	0.0069
ASD_30804558	AdrA_CHARGE	0.0292	0.1568	0.1865	0.8521	0.0856	0.0586	1.0009	0.0087	0.0056	0.0059
ASD_30804558	ALA_CHARGE	0.0348	0.4475	0.0777	0.9381	0.0496	0.0594	0.9943	0.0079	-0.0028	0.0071
ASD_30804558	AN_28494655	-0.0746	0.0824	-0.9056	0.3652	0.2163	0.0374	1.013	0.009	0.0172	0.0063
ASD_30804558	AN_31308545	0.0972	0.0562	1.7304	0.0836	0.1581	0.0112	1.0369	0.0112	0.1263	0.0075
ASD_30804558	ANX_26754954	0.2717	0.139	1.9555	0.0505	0.0876	0.0312	0.9964	0.0084	-0.0049	0.0073
ASD_30804558	ASD_28540026	0.8665	0.0535	16.1855	6.38E-59	0.2044	0.0369	0.996	0.0091	0.4979	0.0076
ASD_30804558	ASD_30804558	1	1.84E-08	5.43E+07	0	0.185	0.0153	1.0116	0.0092	1.0116	0.0092
ASD_30804558	BIP_21926972	0.1253	0.0672	1.8652	0.0622	0.435	0.0418	1.0143	0.0113	-0.0015	0.0079
ASD_30804558	BIP_31043756	0.119	0.0484	2.4584	0.014	0.2823	0.0154	1.0615	0.0102	0.0167	0.0072
ASD_30804558	BIP_34002096	0.1949	0.0443	4.4009	1.08E-05	0.0545	0.0023	1.0764	0.0112	0.0436	0.0071
ASD_30804558	CDG_23453885	0.4776	0.0487	9.803	1.09E-22	0.1521	0.0117	1.0439	0.0108	0.1745	0.0081
ASD_30804558	CDG_29906448	0.1978	0.0452	4.3738	1.22E-05	0.2441	0.0099	1.1339	0.0123	0.0191	0.008
ASD_30804558	CDG_31926635	0.3931	0.045	8.7398	2.34E-18	0.062	0.003	1.0856	0.0129	0.1296	0.008
ASD_30804558	DE_ukb-b-20045	0.2018	0.0929	2.1714	0.0299	0.0055	0.0014	1.0173	0.0095	0.0024	0.0064
ASD_30804558	DGLA_CHARGE	0.1131	0.2482	0.4556	0.6487	0.0339	0.0502	0.9988	0.0067	0.0045	0.0058
ASD_30804558	DHA_CHARGE	0.3678	0.1534	2.398	0.0165	0.1144	0.055	0.9937	0.0081	-0.0102	0.005
ASD_30804558	DHA_pct_UKB	-0.0306	0.0632	-0.484	0.6284	0.0943	0.0073	1.0143	0.0103	-0.0051	0.0078
ASD_30804558	DHA_UKB	-0.0217	0.0509	-0.4264	0.6698	0.08	0.0063	1.0277	0.01	-0.0045	0.0063
ASD_30804558	DPA_CHARGE	0.0537	0.165	0.3258	0.7446	0.0939	0.0545	1.0021	0.0076	-0.0033	0.0059
ASD_30804558	EPA_CHARGE	NA	NA	NA	NA	-0.2267	0.0504	1.0593	0.0073	-0.0206	0.0057
ASD_30804558	GLA_CHARGE	NA	NA	NA	NA	-0.0847	0.0527	1.0174	0.0077	-0.0073	0.0057
ASD_30804558	INS_ukb-b-3957	0.0696	0.0424	1.6409	0.1008	0.0503	0.0019	1.0584	0.0109	-0.0072	0.0073
ASD_30804558	LA_CHARGE	-0.1778	0.1539	-1.1556	0.2478	0.0865	0.0475	0.999	0.0071	-0.0034	0.0053
ASD_30804558	LA_pct_UKB	0.0106	0.0578	0.1834	0.8545	0.099	0.0063	1.0228	0.0097	-0.0036	0.0073
ASD_30804558	LA_UKB	0.0418	0.0666	0.6272	0.5305	0.0696	0.0073	1.0141	0.011	-0.0028	0.0068
ASD_30804558	MDD_22472876	0.2963	0.1034	2.866	0.0042	0.1469	0.0297	1.0227	0.0089	-0.0006	0.008
ASD_30804558	MDD_30718901	0.3566	0.0354	10.0789	6.85E-24	0.0484	0.0019	1.0386	0.0119	0.0645	0.0067
ASD_30804558	MooD_ukb-d-KRA_PSY_MOOD	0.2675	0.1053	2.5413	0.011	0.0054	0.0014	0.9988	0.0079	-0.0059	0.0056
ASD_30804558	OCD_28761083	0.119	0.0833	1.4298	0.1528	0.3318	0.0502	0.9895	0.0079	-0.0002	0.0062
ASD_30804558	Omega_3_pct_UKB	0.0301	0.0541	0.5561	0.5781	0.0734	0.006	1.0221	0.0094	-0.0065	0.0064
ASD_30804558	Omega_3_UKB	0.062	0.0614	1.0102	0.3124	0.068	0.006	1.0363	0.0102	-0.0068	0.0066
ASD_30804558	Omega_6_by_Omega_3_UKB	-0.0616	0.0563	-1.0949	0.2736	0.0647	0.0057	1.0271	0.0094	0.0068	0.0064
ASD_30804558	Omega_6_pct_UKB	-0.0391	0.0644	-0.6068	0.544	0.0961	0.0071	1.0318	0.0112	0.0012	0.0078
ASD_30804558	Omega_6_UKB	0.0181	0.0691	0.2627	0.7928	0.0691	0.0075	1.0199	0.0112	-0.0016	0.007
ASD_30804558	PD_ieu-b-7	0.0397	0.0646	0.6141	0.5392	0.012	0.0013	0.9959	0.0073	-0.0034	0.006
ASD_30804558	PTSD_31594949	0.3352	0.0895	3.7447	0.0002	0.0167	0.0029	1.0226	0.0078	0.0305	0.0064
ASD_30804558	PUFA_pct_UKB	-0.0086	0.061	-0.1414	0.8875	0.1127	0.0073	1.0273	0.0114	-0.0046	0.0077
ASD_30804558	PUFA_UKB	0.026	0.0681	0.3827	0.702	0.0705	0.0073	1.0282	0.0115	-0.0031	0.007
ASD_30804558	SCZ_21926974	0.2172	0.0685	3.1718	0.0015	0.2114	0.0131	1.0379	0.0115	0.0043	0.009
ASD_30804558	SCZ_23974872	0.2174	0.0576	3.773	0.0002	0.2395	0.0131	1.052	0.0104	0.0092	0.0077
ASD_30804558	SCZ_25056061	0.2235	0.0825	2.7081	0.0068	766.2582	42.2185	1.189	0.0159	0.0173	0.012
ASD_30804558	TS_30818990	0.1258	0.0625	2.0121	0.0442	0.3562	0.0435	1.0136	0.009	0.0062	0.0058
BIP_21926972	AA_CHARGE	-0.0779	0.1593	-0.4888	0.625	0.1188	0.0608	0.996	0.009	0.0026	0.0069
BIP_21926972	AD_30617256	0.1669	0.0723	2.3078	0.021	0.0102	0.0014	1.0007	0.0099	-0.0047	0.0062
BIP_21926972	ADD_30336701_C	0.109	0.0632	1.7239	0.0847	0.0769	0.0058	1.0023	0.0101	-0.0059	0.0078
BIP_21926972	ADD_30336701_P	0.2787	0.0691	4.0344	5.47E-05	0.0524	0.0055	1.014	0.0092	-0.0077	0.0069
BIP_21926972	ADD_30336701_T	0.1581	0.0611	2.5876	0.0097	0.0828	0.0059	1.0084	0.0099	-0.0079	0.0078
BIP_21926972	ADHD_30478444	0.0743	0.0624	1.1903	0.2339	0.2233	0.0151	1.0247	0.0119	0.0285	0.0077
BIP_21926972	AdrA_CHARGE	-0.4464	0.2212	-2.0177	0.0436	0.0864	0.062	1	0.0093	0.0061	0.007
BIP_21926972	ALA_CHARGE	1.0121	1.052	0.9621	0.336	0.0333	0.0605	0.9994	0.0091	-0.0166	0.0071
BIP_21926972	AN_28494655	0.1355	0.0869	1.5603	0.1187	0.2291	0.044	1.0099	0.0113	0.0974	0.0066
BIP_21926972	AN_31308545	0.1347	0.0551	2.4461	0.0144	0.1605	0.0129	1.0353	0.0145	0.0523	0.0081
BIP_21926972	ANX_26754954	0.2341	0.1452	1.6126	0.1068	0.0757	0.0312	1.0023	0.009	0.0155	0.0071
BIP_21926972	ASD_28540026	0.0632	0.0842	0.7499	0.4533	0.2797	0.0372	0.9675	0.0098	0.0008	0.0073
BIP_21926972	ASD_30804558	0.1253	0.0672	1.8652	0.0622	0.1917	0.0167	1.0014	0.011	-0.0015	0.0079
BIP_21926972	BIP_21926972	1	1.23E-06	812592.0632	0	0.4504	0.0381	1.007	0.0098	1.007	0.0098
BIP_21926972	BIP_31043756	0.9711	0.0266	36.5286	3.89E-292	0.2968	0.0157	1.0381	0.0107	0.5478	0.0087
BIP_21926972	BIP_34002096	0.9629	0.0335	28.749	9.32E-182	0.0542	0.0025	1.0687	0.0139	0.3926	0.0092
BIP_21926972	CDG_23453885	0.8156	0.0346	23.5603	9.84E-123	0.1559	0.011	1.0354	0.0108	0.486	0.0089
BIP_21926972	CDG_29906448	0.8932	0.0349	25.6097	1.19E-144	0.2636	0.0091	1.0832	0.0117	0.3902	0.0089
BIP_21926972	CDG_31926635	0.6351	0.0398	15.9697	2.08E-57	0.0653	0.0028	1.0635	0.0131	0.3073	0.0093
BIP_21926972	DE_ukb-b-20045	0.3214	0.1035	3.105	0.0019	0.0061	0.0014	1.0109	0.0109	-0.0023	0.0074
BIP_21926972	DGLA_CHARGE	0.0087	0.1923	0.0453	0.9638	0.0727	0.0567	0.9908	0.0078	-0.0035	0.0066
BIP_21926972	DHA_CHARGE	0.1726	0.1504	1.148	0.251	0.1333	0.0575	0.9917	0.0093	-0.0053	0.0067
BIP_21926972	DHA_pct_UKB	0.1777	0.0556	3.1959	0.0014	0.0932	0.0073	1.0119	0.0108	-0.0031	0.0073
BIP_21926972	DHA_UKB	0.1925	0.0582	3.3049	0.001	0.0778	0.0063	1.0269	0.0103	-0.0049	0.0072
BIP_21926972	DPA_CHARGE	0.2091	0.1667	1.2542	0.2098	0.105	0.0585	1.0002	0.0087	-0.012	0.0066
BIP_21926972	EPA_CHARGE	NA	NA	NA	NA	-0.2419	0.0541	1.0668	0.0084	-0.0161	0.0067
BIP_21926972	GLA_CHARGE	NA	NA	NA	NA	-0.102	0.0601	1.0203	0.0089	-0.0092	0.0065
BIP_21926972	INS_ukb-b-3957	-0.0179	0.0454	-0.394	0.6936	0.0501	0.0021	1.055	0.0132	-8.20E-05	0.0082
BIP_21926972	LA_CHARGE	0.0332	0.1727	0.1922	0.8476	0.1079	0.0585	0.9929	0.0087	0.0071	0.0066
BIP_21926972	LA_pct_UKB	0.1768	0.0556	3.1816	0.0015	0.0989	0.0068	1.016	0.0118	-0.0133	0.0074
BIP_21926972	LA_UKB	0.1096	0.0615	1.7823	0.0747	0.0705	0.007	1.0037	0.0119	-0.0096	0.0072
BIP_21926972	MDD_22472876	0.4732	0.0966	4.8989	9.64E-07	0.1413	0.0328	1.0231	0.01	0.1664	0.0081
BIP_21926972	MDD_30718901	0.2712	0.0399	6.8033	1.02E-11	0.0494	0.0019	1.0304	0.013	0.0521	0.0083
BIP_21926972	MooD_ukb-d-KRA_PSY_MOOD	0.7388	0.1343	5.5024	3.75E-08	0.0056	0.0014	0.9961	0.009	0.0034	0.007
BIP_21926972	OCD_28761083	0.41	0.0892	4.5942	4.34E-06	0.3589	0.0575	0.9819	0.009	-0.0067	0.0073
BIP_21926972	Omega_3_pct_UKB	0.1397	0.0604	2.312	0.0208	0.0727	0.0063	1.0192	0.0101	-0.0001	0.0073
BIP_21926972	Omega_3_UKB	0.1144	0.0636	1.8002	0.0718	0.0653	0.0065	1.0358	0.0109	-0.0007	0.0071
BIP_21926972	Omega_6_by_Omega_3_UKB	-0.0909	0.0627	-1.4494	0.1472	0.0633	0.0061	1.0255	0.0103	-0.0032	0.007
BIP_21926972	Omega_6_pct_UKB	0.1464	0.0563	2.5982	0.0094	0.0948	0.0072	1.025	0.0123	-0.0122	0.0071
BIP_21926972	Omega_6_UKB	0.0839	0.0619	1.3566	0.1749	0.0693	0.0072	1.0089	0.0118	-0.0083	0.0071
BIP_21926972	PD_ieu-b-7	0.1285	0.0674	1.9076	0.0564	0.0126	0.0014	0.9854	0.0092	-0.005	0.0065
BIP_21926972	PTSD_31594949	0.1485	0.0962	1.5439	0.1226	0.0142	0.0033	1.0328	0.0096	0.01	0.007
BIP_21926972	PUFA_pct_UKB	0.1933	0.0525	3.6797	0.0002	0.112	0.0075	1.0203	0.0121	-0.0144	0.0072
BIP_21926972	PUFA_UKB	0.1045	0.0624	1.6732	0.0943	0.0699	0.0072	1.0189	0.0118	-0.0075	0.0071
BIP_21926972	SCZ_21926974	0.6825	0.0498	13.7034	9.69E-43	0.2159	0.0135	1.0302	0.0114	0.228	0.0075
BIP_21926972	SCZ_23974872	0.7615	0.0455	16.7429	6.38E-63	0.2436	0.0126	1.0428	0.0105	0.1851	0.0083
BIP_21926972	SCZ_25056061	0.8019	0.0462	17.3454	2.14E-67	830.5663	39.9764	1.1317	0.0163	0.1591	0.0095
BIP_21926972	TS_30818990	0.112	0.07	1.6	0.1096	0.3729	0.044	1.0075	0.0096	-0.016	0.0064
BIP_31043756	AA_CHARGE	-0.0341	0.11	-0.3103	0.7563	0.0907	0.0534	1.0018	0.0072	0.001	0.0054
BIP_31043756	AD_30617256	0.1541	0.0577	2.6702	0.0076	0.011	0.0013	0.9946	0.0089	-0.0025	0.0065
BIP_31043756	ADD_30336701_C	0.0439	0.0411	1.069	0.2851	0.0756	0.0051	1.0055	0.0083	-0.0057	0.0065
BIP_31043756	ADD_30336701_P	0.2773	0.0462	6.0031	1.94E-09	0.0532	0.0046	1.0107	0.0076	-0.0092	0.0061
BIP_31043756	ADD_30336701_T	0.1044	0.0396	2.6364	0.0084	0.082	0.0052	1.0097	0.0079	-0.0081	0.0066
BIP_31043756	ADHD_30478444	0.1106	0.0411	2.69	0.0071	0.2179	0.0144	1.0337	0.0108	0.0426	0.0066
BIP_31043756	AdrA_CHARGE	-0.2283	0.1902	-1.2004	0.23	0.0547	0.055	1.0059	0.0079	-0.0038	0.0064
BIP_31043756	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BIP_31043756	AN_28494655	0.2057	0.0618	3.3294	0.0009	0.212	0.0398	1.0143	0.0086	0.0878	0.0063
BIP_31043756	AN_31308545	0.132	0.0426	3.0999	0.0019	0.158	0.0115	1.0359	0.0117	0.066	0.0077
BIP_31043756	ANX_26754954	0.2322	0.1226	1.8949	0.0581	0.0714	0.0319	1.0036	0.0081	0.0071	0.0065
BIP_31043756	ASD_28540026	0.0762	0.0625	1.2202	0.2224	0.2729	0.0357	0.9709	0.0081	0.0049	0.0063
BIP_31043756	ASD_30804558	0.119	0.0484	2.4584	0.014	0.1857	0.0152	1.0097	0.0097	0.0167	0.0072
BIP_31043756	BIP_21926972	0.9711	0.0266	36.5286	3.89E-292	0.4086	0.0383	1.0135	0.0099	0.5478	0.0087
BIP_31043756	BIP_31043756	1	2.82E-06	354550.889	0	0.3077	0.0149	1.0331	0.0095	1.0331	0.0095
BIP_31043756	BIP_34002096	1.0565	0.0112	94.6909	0	0.0561	0.0023	1.0572	0.0114	0.6948	0.0088
BIP_31043756	CDG_23453885	0.7604	0.0336	22.6158	3.03E-113	0.1526	0.0109	1.036	0.0104	0.3413	0.0083
BIP_31043756	CDG_29906448	0.8587	0.012	71.4511	0	0.2692	0.009	1.0739	0.0105	0.7275	0.0087
BIP_31043756	CDG_31926635	0.7395	0.022	33.6832	1.02E-248	0.0633	0.0028	1.0701	0.0116	0.5301	0.0089
BIP_31043756	DE_ukb-b-20045	0.3379	0.0819	4.1242	3.72E-05	0.0063	0.0014	1.0084	0.0092	0.0109	0.0072
BIP_31043756	DGLA_CHARGE	-0.1957	0.1863	-1.0503	0.2936	0.045	0.0491	0.9963	0.0065	0.0009	0.0054
BIP_31043756	DHA_CHARGE	0.1575	0.121	1.3011	0.1932	0.0948	0.0542	0.9986	0.0075	9.73E-05	0.0059
BIP_31043756	DHA_pct_UKB	0.1243	0.038	3.2725	0.0011	0.0954	0.007	1.0119	0.0093	-0.0048	0.0062
BIP_31043756	DHA_UKB	0.1136	0.041	2.7706	0.0056	0.0798	0.0063	1.028	0.0091	-0.0054	0.0062
BIP_31043756	DPA_CHARGE	0.2959	0.1233	2.4001	0.0164	0.0982	0.0521	1.0006	0.0072	-0.0179	0.0054
BIP_31043756	EPA_CHARGE	NA	NA	NA	NA	-0.2296	0.0483	1.0602	0.0073	-0.0199	0.005
BIP_31043756	GLA_CHARGE	NA	NA	NA	NA	-0.0793	0.0514	1.0168	0.0069	-0.0091	0.0056
BIP_31043756	INS_ukb-b-3957	0.004	0.0334	0.1207	0.904	0.0501	0.0018	1.0593	0.0097	-0.0004	0.0073
BIP_31043756	LA_CHARGE	0.0662	0.1175	0.5634	0.5731	0.0864	0.0518	0.9984	0.0074	-0.0048	0.0055
BIP_31043756	LA_pct_UKB	0.0557	0.0386	1.4445	0.1486	0.0993	0.0061	1.0209	0.0094	-0.0022	0.0063
BIP_31043756	LA_UKB	-0.0107	0.0422	-0.2527	0.8005	0.0697	0.007	1.0139	0.01	-0.0019	0.0064
BIP_31043756	MDD_22472876	0.3938	0.0766	5.1386	2.77E-07	0.1508	0.0295	1.0186	0.0089	0.1398	0.0075
BIP_31043756	MDD_30718901	0.3169	0.0293	10.83	2.48E-27	0.0493	0.0019	1.0277	0.0107	0.0695	0.0076
BIP_31043756	MooD_ukb-d-KRA_PSY_MOOD	0.7767	0.1109	7.0042	2.48E-12	0.0053	0.0014	0.9972	0.008	0.0052	0.006
BIP_31043756	OCD_28761083	0.2959	0.0715	4.1412	3.45E-05	0.3314	0.0506	0.9878	0.0078	0.04	0.0066
BIP_31043756	Omega_3_pct_UKB	0.1016	0.0427	2.3768	0.0175	0.0745	0.006	1.0199	0.0087	-0.0066	0.0062
BIP_31043756	Omega_3_UKB	0.0581	0.0437	1.3287	0.184	0.0684	0.006	1.035	0.0096	-0.0051	0.0061
BIP_31043756	Omega_6_by_Omega_3_UKB	-0.0735	0.0451	-1.6278	0.1036	0.0658	0.0058	1.025	0.0089	0.0043	0.006
BIP_31043756	Omega_6_pct_UKB	0.0707	0.0407	1.7354	0.0827	0.0946	0.0072	1.0342	0.011	-0.003	0.0067
BIP_31043756	Omega_6_UKB	-0.0132	0.0427	-0.3095	0.7569	0.0689	0.0074	1.0199	0.0105	-0.003	0.0064
BIP_31043756	PD_ieu-b-7	0.0894	0.0453	1.9728	0.0485	0.0125	0.0013	0.9898	0.0073	-0.0014	0.0055
BIP_31043756	PTSD_31594949	0.2116	0.0629	3.3671	0.0008	0.0159	0.0029	1.0256	0.0071	0.023	0.0054
BIP_31043756	PUFA_pct_UKB	0.1093	0.0371	2.9484	0.0032	0.1108	0.0072	1.0306	0.0105	-0.0083	0.0066
BIP_31043756	PUFA_UKB	0.0112	0.0423	0.2661	0.7901	0.0701	0.0075	1.0287	0.0109	-0.0048	0.0064
BIP_31043756	SCZ_21926974	0.6076	0.0398	15.2749	1.12E-52	0.2122	0.0129	1.0312	0.0109	0.193	0.0084
BIP_31043756	SCZ_23974872	0.6669	0.0313	21.2847	1.57E-100	0.2463	0.0126	1.0365	0.0097	0.2341	0.0078
BIP_31043756	SCZ_25056061	0.6777	0.0253	26.7789	5.69E-158	851.3611	37.2022	1.1238	0.0132	0.262	0.0083
BIP_31043756	TS_30818990	0.0777	0.0512	1.5169	0.1293	0.3533	0.0424	1.0136	0.0084	0.0549	0.0058
BIP_34002096	AA_CHARGE	0.0394	0.115	0.3428	0.7318	0.0633	0.0523	1.0067	0.0067	-0.0063	0.0058
BIP_34002096	AD_30617256	0.1128	0.0469	2.4044	0.0162	0.0107	0.0013	0.999	0.0091	0.0075	0.0054
BIP_34002096	ADD_30336701_C	0.0119	0.0341	0.3506	0.7259	0.0763	0.0053	1.003	0.0083	-0.0071	0.0061
BIP_34002096	ADD_30336701_P	0.2828	0.0407	6.9458	3.76E-12	0.051	0.0047	1.0144	0.0076	-0.0022	0.006
BIP_34002096	ADD_30336701_T	0.078	0.0331	2.3578	0.0184	0.0824	0.0054	1.0075	0.0082	-0.0067	0.0062
BIP_34002096	ADHD_30478444	0.1976	0.0378	5.2303	1.69E-07	0.211	0.0132	1.0394	0.0095	0.0707	0.0073
BIP_34002096	AdrA_CHARGE	-0.052	0.1192	-0.4363	0.6626	0.0732	0.0583	1.0008	0.0081	-0.0116	0.0066
