p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
ANX_26754954	MDD_30718901	0.8334	0.1609	5.1798	2.22E-07	0.062	0.0027	1.0034	0.0139	0.044	0.0067
ANX_26754954	MooD_ukb-d-KRA_PSY_MOOD	0.4492	0.2539	1.7696	0.0768	0.006	0.0014	0.9957	0.0079	0.0035	0.0063
ANX_26754954	OCD_28761083	0.356	0.2047	1.7397	0.0819	0.3076	0.055	0.9999	0.0087	0.0019	0.0055
ANX_26754954	Omega_3_pct_UKB	-0.1174	0.1224	-0.9594	0.3374	0.0905	0.0161	1.0861	0.0661	0.0031	0.006
ANX_26754954	Omega_3_UKB	0.0694	0.1053	0.6591	0.5099	0.1135	0.0237	1.0848	0.0651	-0.0012	0.0057
ANX_26754954	Omega_6_by_Omega_3_UKB	0.0084	0.1151	0.0732	0.9416	0.0863	0.0175	1.0907	0.0658	-0.0015	0.0055
ANX_26754954	Omega_6_pct_UKB	-0.2438	0.1064	-2.2919	0.0219	0.1558	0.022	1.0144	0.0234	0.0026	0.0056
ANX_26754954	Omega_6_UKB	0.2007	0.1112	1.8049	0.0711	0.1311	0.0277	1.0203	0.0365	-0.0071	0.0062
ANX_26754954	PD_ieu-b-7	0.0621	0.1258	0.4935	0.6216	0.0163	0.0019	0.9805	0.0098	-0.0017	0.0053
ANX_26754954	PTSD_31594949	0.4864	0.2026	2.401	0.0164	0.0174	0.0033	1.0211	0.0083	0.0146	0.0053
ANX_26754954	PUFA_pct_UKB	-0.2562	0.1103	-2.3221	0.0202	0.1762	0.0218	1.0038	0.0181	0.004	0.0063
ANX_26754954	PUFA_UKB	0.17	0.1032	1.6468	0.0996	0.1484	0.0312	1.0278	0.0414	-0.0058	0.0062
ANX_26754954	SCZ_21926974	0.1786	0.1254	1.4241	0.1544	0.234	0.0154	1.0328	0.0122	0.016	0.0073
ANX_26754954	SCZ_23974872	0.2337	0.1141	2.0485	0.0405	0.285	0.0171	1.0323	0.0121	0.0125	0.0073
ANX_26754954	SCZ_25056061	0.2272	0.1126	2.0174	0.0437	1157.3216	57.215	1.0816	0.0181	0.0189	0.0082
ANX_26754954	TS_30818990	0.1261	0.1529	0.8247	0.4096	0.3697	0.0446	1.0156	0.0092	0.0031	0.0061
ASD_28540026	AA_CHARGE	0.0125	0.183	0.0681	0.9457	0.082	0.0524	1.0358	0.031	0.0025	0.0046
ASD_28540026	AD_30617256	0.0906	0.0852	1.0629	0.2878	0.0092	0.0044	1.0441	0.0513	0.0009	0.0053
ASD_28540026	ADD_30336701_C	0.042	0.058	0.7252	0.4683	0.0846	0.0055	0.9963	0.0075	0.0051	0.005
ASD_28540026	ADD_30336701_P	0.1404	0.0659	2.1304	0.0331	0.0601	0.0049	1.0026	0.0069	-0.0004	0.0052
ASD_28540026	ADD_30336701_T	0.0668	0.0552	1.2103	0.2262	0.0931	0.0057	0.9991	0.0076	0.0034	0.005
ASD_28540026	ADHD_30478444	-0.0153	0.0734	-0.2079	0.8353	0.2414	0.0155	1.0314	0.0109	0.0104	0.0065
ASD_28540026	AdrA_CHARGE	-0.1747	0.1678	-1.0407	0.298	0.1472	0.0923	1.0055	0.0077	0.0074	0.0051
ASD_28540026	ALA_CHARGE	0.1757	0.4406	0.3988	0.6901	0.0455	0.0602	1.0049	0.0074	-0.0044	0.0053
ASD_28540026	AN_28494655	0.0282	0.1013	0.2788	0.7804	0.2271	0.0377	1.0135	0.0083	0.0018	0.0051
ASD_28540026	AN_31308545	0.0437	0.067	0.6515	0.5147	0.1805	0.0132	1.0241	0.0121	0.0054	0.007
ASD_28540026	ANX_26754954	0.1903	0.207	0.9189	0.3581	0.0747	0.0297	1.0036	0.0075	-0.0043	0.0062
ASD_28540026	ASD_28540026	1	9.56E-06	104554.0323	0	0.2957	0.0324	0.9654	0.0076	0.9654	0.0076
ASD_28540026	ASD_30804558	0.8674	0.0504	17.2077	2.32E-66	0.1999	0.0174	1.0059	0.0101	0.4973	0.008
ASD_28540026	BIP_21926972	0.0693	0.0832	0.8323	0.4052	0.4701	0.0405	1.007	0.0101	0.0002	0.0075
ASD_28540026	BIP_31043756	0.095	0.0596	1.5931	0.1111	0.3486	0.0175	1.0229	0.0101	0.0029	0.0064
ASD_28540026	BIP_34002096	0.152	0.061	2.4917	0.0127	0.0702	0.0029	1.0299	0.0112	-0.0003	0.007
ASD_28540026	CDG_23453885	0.3852	0.0625	6.1645	7.07E-10	0.175	0.0128	1.0259	0.0116	0.3433	0.008
ASD_28540026	CDG_29906448	0.1799	0.0541	3.327	0.0009	0.3508	0.0148	1.0266	0.0135	-0.0013	0.0071
ASD_28540026	CDG_31926635	0.1427	0.0561	2.5444	0.0109	0.077	0.0033	1.0423	0.0115	0.0061	0.0066
ASD_28540026	DE_ukb-b-20045	-0.1474	0.1091	-1.3505	0.1769	0.0068	0.0013	1.007	0.009	-0.001	0.0057
ASD_28540026	DGLA_CHARGE	-0.0302	0.1344	-0.2247	0.8222	0.1371	0.1187	1.0065	0.007	0.0041	0.0049
ASD_28540026	DHA_CHARGE	0.2429	0.1596	1.5219	0.128	0.1176	0.0528	0.9983	0.0072	-0.0058	0.0046
ASD_28540026	DHA_pct_UKB	0.042	0.0627	0.6705	0.5025	0.1206	0.0102	1.0389	0.0343	0.0032	0.0058
ASD_28540026	DHA_UKB	0.1101	0.0507	2.1719	0.0299	0.1089	0.0117	1.0728	0.0473	-0.0025	0.0051
ASD_28540026	DPA_CHARGE	-0.0042	0.1242	-0.0335	0.9732	0.2094	0.1061	1.0051	0.0071	0.0012	0.0049
ASD_28540026	EPA_CHARGE	NA	NA	NA	NA	-0.2353	0.0598	1.0703	0.0066	0.0028	0.0047
ASD_28540026	GLA_CHARGE	NA	NA	NA	NA	-0.1126	0.068	1.0337	0.0074	-0.003	0.0047
ASD_28540026	INS_ukb-b-3957	-0.0227	0.0454	-0.5009	0.6165	0.0631	0.0024	1.0215	0.0101	-0.0109	0.0056
ASD_28540026	LA_CHARGE	-0.0514	0.1171	-0.4385	0.661	0.2053	0.1489	1.0095	0.0092	0.0029	0.0046
ASD_28540026	LA_pct_UKB	0.0122	0.0577	0.2114	0.8325	0.1232	0.0119	1.0427	0.0241	0.005	0.0053
ASD_28540026	LA_UKB	0.1119	0.0595	1.882	0.0598	0.1265	0.0239	1.0167	0.0286	-0.0066	0.0056
ASD_28540026	MDD_22472876	0.1997	0.1295	1.5416	0.1232	0.1593	0.0301	1.019	0.0088	-0.0052	0.0071
ASD_28540026	MDD_30718901	0.0918	0.0447	2.051	0.0403	0.0612	0.0025	0.9932	0.0107	-0.0004	0.0059
ASD_28540026	MooD_ukb-d-KRA_PSY_MOOD	0.0131	0.1176	0.111	0.9116	0.0056	0.0013	0.9979	0.0073	0.0007	0.0048
ASD_28540026	OCD_28761083	0.0313	0.0954	0.3275	0.7433	0.3281	0.0477	0.9925	0.0073	0.0033	0.0046
ASD_28540026	Omega_3_pct_UKB	0.1098	0.0562	1.9539	0.0507	0.0928	0.0136	1.0753	0.0622	0.0003	0.0051
ASD_28540026	Omega_3_UKB	0.14	0.0496	2.8234	0.0048	0.1158	0.02	1.0738	0.0565	-0.0044	0.0052
ASD_28540026	Omega_6_by_Omega_3_UKB	-0.1258	0.0573	-2.1974	0.028	0.0899	0.0146	1.0766	0.0603	0.002	0.0051
ASD_28540026	Omega_6_pct_UKB	-0.0524	0.0587	-0.8922	0.3723	0.1467	0.0184	1.0269	0.0195	0.0084	0.0058
ASD_28540026	Omega_6_UKB	0.1016	0.0586	1.7332	0.0831	0.1268	0.0252	1.0246	0.0314	-0.0072	0.0056
ASD_28540026	PD_ieu-b-7	0.0402	0.0618	0.6508	0.5152	0.0162	0.0017	0.9811	0.0073	-0.0029	0.0047
ASD_28540026	PTSD_31594949	0.0333	0.1058	0.3145	0.7532	0.0168	0.0029	1.0237	0.0068	-0.0035	0.005
ASD_28540026	PUFA_pct_UKB	-0.0046	0.0567	-0.0811	0.9354	0.1641	0.0189	1.0207	0.0148	0.0073	0.0059
ASD_28540026	PUFA_UKB	0.1152	0.0519	2.2183	0.0265	0.1446	0.0281	1.0302	0.0333	-0.0076	0.0055
ASD_28540026	SCZ_21926974	0.1458	0.07	2.0821	0.0373	0.2343	0.014	1.0262	0.011	0.0033	0.0068
ASD_28540026	SCZ_23974872	0.1316	0.0628	2.0963	0.0361	0.2884	0.0146	1.0183	0.0099	0.0029	0.0065
ASD_28540026	SCZ_25056061	0.1784	0.0818	2.1814	0.0292	1153.8737	58.3725	1.0749	0.0176	-0.0007	0.01
ASD_28540026	TS_30818990	0.1034	0.0824	1.254	0.2099	0.3608	0.0409	1.0156	0.0077	-0.0078	0.0051
ASD_30804558	AA_CHARGE	0.1536	0.1465	1.0482	0.2945	0.0987	0.0582	1.0309	0.0302	0.0001	0.0058
ASD_30804558	AD_30617256	0.0119	0.0776	0.153	0.8784	0.0068	0.0066	1.0691	0.075	0.0012	0.006
ASD_30804558	ADD_30336701_C	-0.1022	0.0565	-1.8094	0.0704	0.0844	0.006	0.9965	0.0093	0.0022	0.0071
ASD_30804558	ADD_30336701_P	0.1698	0.0576	2.9461	0.0032	0.0587	0.0053	1.0067	0.0083	-0.0071	0.0059
ASD_30804558	ADD_30336701_T	-0.0479	0.0531	-0.9033	0.3664	0.0934	0.0064	0.9981	0.0096	-0.0004	0.0068
ASD_30804558	ADHD_30478444	0.3493	0.0512	6.8283	8.59E-12	0.237	0.0153	1.0365	0.0101	0.3635	0.0072
ASD_30804558	AdrA_CHARGE	0.0347	0.1113	0.3117	0.7553	0.1597	0.0928	1.004	0.0092	0.0052	0.0059
ASD_30804558	ALA_CHARGE	0.0089	0.2762	0.0322	0.9743	0.0835	0.0646	0.996	0.0084	-0.0022	0.0074
ASD_30804558	AN_28494655	-0.0875	0.0801	-1.0925	0.2746	0.2305	0.0385	1.0126	0.0091	0.0186	0.0063
ASD_30804558	AN_31308545	0.097	0.0595	1.6312	0.1029	0.1796	0.0131	1.0265	0.0123	0.1256	0.0086
ASD_30804558	ANX_26754954	0.2833	0.1364	2.0767	0.0378	0.0908	0.0312	0.9969	0.0084	-0.0062	0.0074
ASD_30804558	ASD_28540026	0.8674	0.0504	17.2077	2.32E-66	0.2148	0.0386	0.996	0.0094	0.4973	0.008
ASD_30804558	ASD_30804558	1	7.86E-07	1.27E+06	0	0.1957	0.0166	1.0095	0.0095	1.0095	0.0095
ASD_30804558	BIP_21926972	0.1337	0.0662	2.0202	0.0434	0.4548	0.0435	1.014	0.0116	-0.0029	0.0081
ASD_30804558	BIP_31043756	0.1371	0.0461	2.9706	0.003	0.3242	0.0183	1.0504	0.0111	0.0134	0.0074
ASD_30804558	BIP_34002096	0.2093	0.0426	4.9135	8.95E-07	0.0685	0.003	1.0452	0.0123	0.0388	0.0075
ASD_30804558	CDG_23453885	0.4779	0.0479	9.9828	1.81E-23	0.1676	0.0137	1.0374	0.0121	0.1712	0.0089
ASD_30804558	CDG_29906448	0.2252	0.0417	5.4052	6.47E-08	0.3231	0.0146	1.0876	0.0156	0.0106	0.0086
ASD_30804558	CDG_31926635	0.3948	0.0435	9.0829	1.06E-19	0.0727	0.0038	1.0682	0.0143	0.1254	0.0085
ASD_30804558	DE_ukb-b-20045	0.1935	0.0906	2.1364	0.0326	0.0059	0.0014	1.017	0.0096	0.0022	0.0066
ASD_30804558	DGLA_CHARGE	0.0589	0.1338	0.4402	0.6598	0.1263	0.11	1.0088	0.0082	0.0045	0.0059
ASD_30804558	DHA_CHARGE	0.3187	0.1408	2.2642	0.0236	0.1297	0.0579	0.9947	0.0081	-0.0096	0.0051
ASD_30804558	DHA_pct_UKB	-0.0491	0.0599	-0.8202	0.4121	0.1185	0.0111	1.0415	0.0376	-0.0041	0.0086
ASD_30804558	DHA_UKB	-0.024	0.0456	-0.5256	0.5992	0.1021	0.0142	1.0859	0.0546	-0.0054	0.0068
ASD_30804558	DPA_CHARGE	0.0537	0.1098	0.4893	0.6246	0.2087	0.1092	1.0054	0.0084	-0.0039	0.006
ASD_30804558	EPA_CHARGE	NA	NA	NA	NA	-0.2288	0.0584	1.0695	0.0079	-0.0206	0.0057
ASD_30804558	GLA_CHARGE	NA	NA	NA	NA	-0.1125	0.0693	1.0336	0.0096	-0.0076	0.0057
ASD_30804558	INS_ukb-b-3957	0.0672	0.041	1.6399	0.101	0.0629	0.0027	1.0243	0.0129	-0.0087	0.0077
ASD_30804558	LA_CHARGE	-0.1232	0.1213	-1.0156	0.3098	0.2115	0.1458	1.0085	0.0099	-0.0024	0.0055
ASD_30804558	LA_pct_UKB	-0.0029	0.0539	-0.0544	0.9566	0.118	0.0165	1.0544	0.0371	-0.002	0.0077
ASD_30804558	LA_UKB	0.0543	0.0652	0.8315	0.4057	0.1175	0.0295	1.0381	0.0486	-0.0052	0.0085
ASD_30804558	MDD_22472876	0.278	0.1024	2.7146	0.0066	0.1492	0.0299	1.024	0.009	-9.50E-05	0.008
ASD_30804558	MDD_30718901	0.3513	0.033	10.6511	1.72E-26	0.0603	0.0027	1.0026	0.0138	0.0602	0.0069
ASD_30804558	MooD_ukb-d-KRA_PSY_MOOD	0.2708	0.105	2.5797	0.0099	0.0053	0.0014	1.0007	0.008	-0.0062	0.0057
ASD_30804558	OCD_28761083	0.1232	0.0808	1.5243	0.1274	0.336	0.0518	0.9913	0.0081	-0.0006	0.0063
ASD_30804558	Omega_3_pct_UKB	0.0085	0.0498	0.1713	0.864	0.0876	0.016	1.0856	0.0687	-0.0068	0.007
ASD_30804558	Omega_3_UKB	0.0353	0.0516	0.684	0.494	0.1119	0.0226	1.0811	0.0625	-0.0075	0.0074
ASD_30804558	Omega_6_by_Omega_3_UKB	-0.0295	0.0519	-0.5695	0.569	0.0853	0.0164	1.0846	0.0634	0.0068	0.0071
ASD_30804558	Omega_6_pct_UKB	-0.0486	0.0581	-0.8367	0.4028	0.1468	0.0224	1.0285	0.0304	0.0026	0.0088
ASD_30804558	Omega_6_UKB	0.0367	0.0665	0.5521	0.5809	0.1172	0.0313	1.0481	0.0525	-0.0043	0.0086
ASD_30804558	PD_ieu-b-7	0.0184	0.0605	0.304	0.7611	0.0157	0.0018	0.9869	0.0088	-0.0024	0.0063
ASD_30804558	PTSD_31594949	0.3473	0.0897	3.8704	0.0001	0.017	0.003	1.0238	0.0079	0.0294	0.0065
ASD_30804558	PUFA_pct_UKB	-0.0282	0.055	-0.5135	0.6076	0.1667	0.0215	1.0171	0.0224	-0.0029	0.0087
ASD_30804558	PUFA_UKB	0.0362	0.06	0.6031	0.5464	0.136	0.0333	1.0514	0.0521	-0.0056	0.0084
ASD_30804558	SCZ_21926974	0.2033	0.0657	3.094	0.002	0.2277	0.0141	1.0348	0.0117	0.0048	0.0091
ASD_30804558	SCZ_23974872	0.2118	0.0537	3.9406	8.13E-05	0.2739	0.0162	1.039	0.0114	0.0073	0.0078
ASD_30804558	SCZ_25056061	0.2244	0.0806	2.7829	0.0054	1075.2853	60.7113	1.136	0.0201	0.0139	0.014
ASD_30804558	TS_30818990	0.13	0.0616	2.1101	0.0349	0.3685	0.0444	1.0135	0.0091	0.0057	0.0059
BIP_21926972	AA_CHARGE	-0.0591	0.1527	-0.3871	0.6987	0.1279	0.0644	1.0248	0.0307	0.0005	0.007
BIP_21926972	AD_30617256	0.1898	0.0721	2.6336	0.0084	0.0107	0.0022	1.0172	0.0214	-0.0073	0.0062
BIP_21926972	ADD_30336701_C	0.1064	0.062	1.716	0.0862	0.0831	0.0064	0.9976	0.0106	-0.0059	0.0079
BIP_21926972	ADD_30336701_P	0.2774	0.0663	4.1818	2.89E-05	0.0572	0.0058	1.0105	0.0093	-0.0089	0.007
BIP_21926972	ADD_30336701_T	0.1562	0.0596	2.62	0.0088	0.0913	0.0067	1.0017	0.0106	-0.0084	0.0079
BIP_21926972	ADHD_30478444	0.076	0.0601	1.2645	0.206	0.2512	0.0177	1.0167	0.0133	0.0281	0.0079
BIP_21926972	AdrA_CHARGE	-0.3478	0.1565	-2.223	0.0262	0.1611	0.1053	1.0039	0.0096	0.0062	0.007
BIP_21926972	ALA_CHARGE	0.7682	0.432	1.7783	0.0754	0.0613	0.0628	1.0028	0.0096	-0.0169	0.0071
BIP_21926972	AN_28494655	0.1313	0.0833	1.5761	0.115	0.2428	0.0444	1.0092	0.0114	0.0979	0.0066
BIP_21926972	AN_31308545	0.1385	0.0537	2.5798	0.0099	0.1815	0.0141	1.0244	0.0155	0.051	0.0084
BIP_21926972	ANX_26754954	0.2253	0.141	1.5973	0.1102	0.077	0.0313	1.0033	0.0089	0.0157	0.0071
BIP_21926972	ASD_28540026	0.0693	0.0832	0.8323	0.4052	0.2855	0.0375	0.9678	0.0098	0.0002	0.0075
BIP_21926972	ASD_30804558	0.1337	0.0662	2.0202	0.0434	0.2042	0.0185	0.9979	0.0118	-0.0029	0.0081
BIP_21926972	BIP_21926972	1	8.48E-07	1.18E+06	0	0.4712	0.0405	1.0063	0.0102	1.0063	0.0102
BIP_21926972	BIP_31043756	0.9698	0.0236	41.0952	0	0.3405	0.0182	1.0251	0.0115	0.5395	0.0092
BIP_21926972	BIP_34002096	0.9621	0.0273	35.2712	1.62E-272	0.0686	0.0031	1.0314	0.0149	0.3743	0.0098
BIP_21926972	CDG_23453885	0.8225	0.0326	25.251	1.10E-140	0.1714	0.0124	1.0301	0.0115	0.4827	0.0093
BIP_21926972	CDG_29906448	0.9053	0.0299	30.3097	8.55E-202	0.3456	0.0143	1.0273	0.0153	0.367	0.0101
BIP_21926972	CDG_31926635	0.6574	0.0364	18.0594	6.65E-73	0.0767	0.0036	1.0426	0.0147	0.2996	0.0099
BIP_21926972	DE_ukb-b-20045	0.31	0.0991	3.1286	0.0018	0.0064	0.0015	1.0104	0.0111	-0.0023	0.0076
BIP_21926972	DGLA_CHARGE	0.0354	0.1141	0.3106	0.7561	0.1853	0.1248	0.9976	0.0081	-0.0034	0.0067
BIP_21926972	DHA_CHARGE	0.1457	0.1353	1.0773	0.2814	0.1539	0.0604	0.9918	0.0093	-0.0053	0.0068
BIP_21926972	DHA_pct_UKB	0.1745	0.0502	3.4796	0.0005	0.1193	0.0112	1.0209	0.027	-0.0069	0.0078
BIP_21926972	DHA_UKB	0.1853	0.0551	3.3609	0.0008	0.1049	0.0131	1.053	0.0412	-0.0087	0.0082
BIP_21926972	DPA_CHARGE	0.1453	0.138	1.0533	0.2922	0.226	0.117	1.0042	0.0096	-0.013	0.0067
BIP_21926972	EPA_CHARGE	NA	NA	NA	NA	-0.2368	0.0666	1.0766	0.009	-0.017	0.0068
BIP_21926972	GLA_CHARGE	NA	NA	NA	NA	-0.0649	0.0796	1.0241	0.0087	-0.0102	0.0066
BIP_21926972	INS_ukb-b-3957	-0.009	0.0431	-0.2084	0.835	0.0629	0.0028	1.0161	0.0143	-0.0009	0.0086
BIP_21926972	LA_CHARGE	0.0435	0.1243	0.3499	0.7264	0.2503	0.1691	1.0023	0.0107	0.008	0.0066
BIP_21926972	LA_pct_UKB	0.1416	0.0556	2.5494	0.0108	0.1279	0.0121	1.0186	0.0251	-0.0112	0.008
BIP_21926972	LA_UKB	0.0812	0.0522	1.5555	0.1198	0.136	0.0234	0.9761	0.029	-0.0091	0.008
BIP_21926972	MDD_22472876	0.4908	0.094	5.2192	1.80E-07	0.1455	0.0333	1.0245	0.0103	0.1657	0.0082
BIP_21926972	MDD_30718901	0.2859	0.0361	7.9242	2.30E-15	0.0623	0.0029	0.9868	0.0158	0.0458	0.0084
BIP_21926972	MooD_ukb-d-KRA_PSY_MOOD	0.7371	0.1292	5.703	1.18E-08	0.0059	0.0014	0.9956	0.009	0.0022	0.0072
BIP_21926972	OCD_28761083	0.4146	0.088	4.7101	2.48E-06	0.3632	0.059	0.984	0.0092	-0.007	0.0073
BIP_21926972	Omega_3_pct_UKB	0.1463	0.0572	2.5575	0.0105	0.0929	0.0122	1.0472	0.0406	-0.0037	0.008
BIP_21926972	Omega_3_UKB	0.1057	0.0575	1.8377	0.0661	0.1148	0.0205	1.0419	0.045	-0.0037	0.0083
BIP_21926972	Omega_6_by_Omega_3_UKB	-0.0995	0.0591	-1.683	0.0924	0.0904	0.0136	1.0457	0.0392	0.0003	0.008
BIP_21926972	Omega_6_pct_UKB	0.1095	0.0537	2.0372	0.0416	0.1511	0.0201	0.9996	0.0252	-0.0114	0.0077
BIP_21926972	Omega_6_UKB	0.0624	0.0516	1.2089	0.2267	0.1358	0.0241	0.982	0.0316	-0.009	0.008
BIP_21926972	PD_ieu-b-7	0.1118	0.0614	1.82	0.0688	0.0161	0.0018	0.9753	0.0106	-0.0048	0.0067
BIP_21926972	PTSD_31594949	0.1465	0.0946	1.5485	0.1215	0.0142	0.0033	1.0347	0.0096	0.0104	0.007
BIP_21926972	PUFA_pct_UKB	0.1385	0.0513	2.7005	0.0069	0.1703	0.0199	0.9935	0.019	-0.0135	0.0076
BIP_21926972	PUFA_UKB	0.0656	0.0519	1.2641	0.2062	0.1506	0.0274	0.9921	0.037	-0.0083	0.0082
BIP_21926972	SCZ_21926974	0.6806	0.0477	14.2541	4.23E-46	0.233	0.0145	1.0266	0.0117	0.226	0.0077
BIP_21926972	SCZ_23974872	0.7596	0.0423	17.9681	3.46E-72	0.2791	0.0157	1.0287	0.0115	0.1791	0.0086
BIP_21926972	SCZ_25056061	0.806	0.041	19.6454	6.33E-86	1161.5659	62.5456	1.0604	0.0217	0.1383	0.0112
BIP_21926972	TS_30818990	0.1119	0.0686	1.6321	0.1027	0.3827	0.045	1.0079	0.0098	-0.016	0.0065
BIP_31043756	AA_CHARGE	-0.0335	0.0995	-0.3366	0.7364	0.1068	0.057	1.0298	0.0308	-0.0013	0.0062
BIP_31043756	AD_30617256	0.1599	0.069	2.3173	0.0205	0.01	0.004	1.0354	0.0459	-0.0043	0.0072
BIP_31043756	ADD_30336701_C	0.0374	0.0393	0.9531	0.3405	0.0828	0.0057	1.0004	0.0086	-0.005	0.0066
BIP_31043756	ADD_30336701_P	0.2695	0.0439	6.133	8.62E-10	0.058	0.0049	1.0077	0.0078	-0.0109	0.0063
BIP_31043756	ADD_30336701_T	0.0972	0.038	2.5588	0.0105	0.0912	0.0059	1.0031	0.0084	-0.0081	0.0067
BIP_31043756	ADHD_30478444	0.121	0.0378	3.1977	0.0014	0.2442	0.0171	1.0282	0.0118	0.0402	0.0066
BIP_31043756	AdrA_CHARGE	-0.1873	0.1127	-1.6623	0.0965	0.1317	0.086	1.0086	0.0084	-0.0035	0.0066
BIP_31043756	ALA_CHARGE	0.6066	0.4197	1.4454	0.1483	0.0607	0.0654	1.0017	0.0082	-0.0189	0.0061
BIP_31043756	AN_28494655	0.1941	0.0583	3.3296	0.0009	0.2253	0.041	1.014	0.0087	0.0878	0.0063
BIP_31043756	AN_31308545	0.1338	0.0388	3.4466	0.0006	0.1789	0.0131	1.0266	0.0128	0.0643	0.0079
BIP_31043756	ANX_26754954	0.2107	0.114	1.8474	0.0647	0.0729	0.0316	1.0043	0.0081	0.0074	0.0064
BIP_31043756	ASD_28540026	0.095	0.0596	1.5931	0.1111	0.2775	0.0359	0.9714	0.0082	0.0029	0.0064
BIP_31043756	ASD_30804558	0.1371	0.0461	2.9706	0.003	0.1999	0.0164	1.0056	0.01	0.0134	0.0074
BIP_31043756	BIP_21926972	0.9698	0.0236	41.0952	0	0.47	0.0414	1.0081	0.0103	0.5395	0.0092
BIP_31043756	BIP_31043756	1	5.48E-07	1.83E+06	0	0.3491	0.017	1.0223	0.0098	1.0223	0.0098
BIP_31043756	BIP_34002096	1.0405	0.0087	119.2927	0	0.0706	0.0029	1.0264	0.0121	0.6694	0.0098
BIP_31043756	CDG_23453885	0.7722	0.0303	25.4914	2.45E-143	0.1748	0.0129	1.0268	0.0115	0.3305	0.0093
BIP_31043756	CDG_29906448	0.8819	0.0098	90.2103	0	0.3514	0.014	1.0267	0.013	0.6955	0.0099
BIP_31043756	CDG_31926635	0.7607	0.0187	40.7699	0	0.0756	0.0036	1.0508	0.0131	0.5156	0.0098
BIP_31043756	DE_ukb-b-20045	0.3267	0.0767	4.2609	2.04E-05	0.0066	0.0014	1.0086	0.0093	0.0103	0.0073
BIP_31043756	DGLA_CHARGE	-0.0529	0.1104	-0.4785	0.6323	0.1619	0.1102	1.0012	0.0069	-0.0004	0.0054
BIP_31043756	DHA_CHARGE	0.1257	0.1084	1.1603	0.2459	0.1114	0.0572	0.9995	0.0076	0.0002	0.006
BIP_31043756	DHA_pct_UKB	0.1312	0.0339	3.8665	0.0001	0.1197	0.0111	1.0381	0.036	-0.0109	0.0073
BIP_31043756	DHA_UKB	0.127	0.0368	3.453	0.0006	0.1054	0.0127	1.0768	0.0489	-0.0123	0.0076
BIP_31043756	DPA_CHARGE	0.187	0.1019	1.8349	0.0665	0.2167	0.1042	1.0033	0.0079	-0.0189	0.0055
BIP_31043756	EPA_CHARGE	NA	NA	NA	NA	-0.229	0.0567	1.0697	0.0078	-0.0204	0.0051
BIP_31043756	GLA_CHARGE	NA	NA	NA	NA	-0.0425	0.0625	1.0203	0.0074	-0.0109	0.0057
BIP_31043756	INS_ukb-b-3957	0.0188	0.0316	0.5954	0.5516	0.0623	0.0025	1.0279	0.0113	-0.0035	0.0076
BIP_31043756	LA_CHARGE	0.0759	0.0715	1.0623	0.2881	0.2199	0.1399	1.0062	0.0105	-0.0041	0.0057
BIP_31043756	LA_pct_UKB	0.0331	0.0377	0.8787	0.3796	0.1261	0.0123	1.0333	0.0236	0.0027	0.0072
BIP_31043756	LA_UKB	0.0116	0.0338	0.344	0.7308	0.1284	0.0245	1.0095	0.03	-0.0025	0.0065
BIP_31043756	MDD_22472876	0.4315	0.0721	5.987	2.14E-09	0.1599	0.0302	1.0189	0.0091	0.1355	0.0076
BIP_31043756	MDD_30718901	0.3334	0.0272	12.2668	1.37E-34	0.0613	0.0026	0.9927	0.0123	0.0593	0.0082
BIP_31043756	MooD_ukb-d-KRA_PSY_MOOD	0.7779	0.1034	7.5224	5.38E-14	0.0057	0.0014	0.9968	0.0081	0.0015	0.0064
BIP_31043756	OCD_28761083	0.3144	0.069	4.5587	5.15E-06	0.3435	0.0518	0.9888	0.0079	0.0379	0.0069
BIP_31043756	Omega_3_pct_UKB	0.1279	0.0443	2.8888	0.0039	0.0883	0.0146	1.0809	0.0653	-0.0139	0.0078
BIP_31043756	Omega_3_UKB	0.0849	0.0387	2.1956	0.0281	0.1135	0.0205	1.0732	0.0568	-0.0129	0.0078
BIP_31043756	Omega_6_by_Omega_3_UKB	-0.1042	0.0438	-2.3786	0.0174	0.0872	0.0148	1.077	0.0593	0.012	0.0079
BIP_31043756	Omega_6_pct_UKB	0.0354	0.038	0.9322	0.3512	0.1517	0.0204	1.0145	0.0212	2.45E-05	0.0073
BIP_31043756	Omega_6_UKB	0.0036	0.0337	0.1066	0.9151	0.1291	0.026	1.0167	0.0332	-0.0042	0.0067
BIP_31043756	PD_ieu-b-7	0.0542	0.0404	1.34	0.1802	0.0163	0.0017	0.9795	0.0088	0.0013	0.0057
BIP_31043756	PTSD_31594949	0.222	0.0602	3.6867	0.0002	0.016	0.003	1.0272	0.0073	0.0221	0.0055
BIP_31043756	PUFA_pct_UKB	0.0653	0.0347	1.8812	0.06	0.1694	0.0207	1.0087	0.0156	-0.0068	0.007
BIP_31043756	PUFA_UKB	0.0152	0.0332	0.4582	0.6468	0.1464	0.0297	1.0231	0.037	-0.0066	0.0068
BIP_31043756	SCZ_21926974	0.6125	0.0366	16.716	1.00E-62	0.236	0.0144	1.0247	0.0114	0.1855	0.0089
BIP_31043756	SCZ_23974872	0.674	0.0286	23.5634	9.15E-123	0.2858	0.0157	1.0219	0.0105	0.2231	0.0084
